id;tokens;original;classe;emojis
796554620302721025;wond think suport uneduc suport ar;@SalasSadie and I'm a Christian. I'm just wondering why you think all trump supporters are uneducated but Hillary supports aren't? 😂;positive;positive 
796517922202144773;historica last hour world two bigest democr turn *from black white* blackmo;RT @thebobbydeoll: Historically, In the last 24 hours,  the worlds two biggest democracies turned  *from black to white*😜😜  #Trump #BlackMo…;positive;positive 
796629144477974529;mod play card por ind hai blackmoney electionday;RT @AskRaushan: Modi played the TRUMP card  Poori india HILLARY hai😜😜 #BlackMoney #ElectionDay @narendramodi;positive;positive 
797245637276401664;del piza sint grub hub bigest sham ev sen cours ceo want suport quit;Ive delivered pizzas since I was 18 and grub hub is the biggest sham Ive ever seen, of course the ceo wants all trump supporters to quit 😂;positive;positive 
797287429208207360;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796864349520281600;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796564780672761856;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
796618541868916736;cant stop laf trumpet;Cant stop laffing on this😜 #trump #trumpet 😜🎺🎺 https://t.co/PuRvtRptW4;positive;positive 
796650821286907904;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
797300700166451200;ouch;Ouch! 😂 https://t.co/ZcUZGaXhYl;positive;positive 
796604046526148608;fuck dont agr unfolow ign;RT @zambianco28: Fuck trump and if you don't agree unfollow me or ignore me 😂;positive;positive 
796886500843655168;not_ funy yal lady cry;it's not funny but do y'all see the lady crying 😂 https://t.co/KITYVjtnK0;positive;positive 
796842495741231104;lol;RT @AshleyNBurgess5: Hey there 😘lol. #Trump https://t.co/IrFLSRWsvw;positive;positive 
796866697596649474;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796644566384386048;said hum dead kcarton kfb uselection2016 election2016 presidenttrump img com;RT @rapsodyflok: who said #humor is dead 😂😂😂😂 #kkcartoon #kkfb  #TRUMP #USElection2016 #Election2016 #PresidentTrump #imgur #comics https:/…;positive;positive 
796825464350199808;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796865856298946560;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796771988182274048;yay met obam went wel bringustogeth;Yay!! The meeting with Obama and Trump went well! 😊 #bringustogether;positive;positive 
796886328398974976;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
797241622283059200;watchapy scor democr med folk dead wrong funy;RT @ConservativeTht: Watch: The Scores of Democrats and Media Folks Who Were Dead Wrong About Donald Trump. Too funny 😂 https://t.co/c6sYTl…;positive;positive 
796583395652468740;forget man no_ chil;RT @RoastMeDaily: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/nX4m8Kgs5c;positive;positive 
796887778114109444;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
797093473480507392;lmfao notmypresid protest start stat surpr surpr consist bunch dumbas ag growup;Lmfao #NotMyPresident protests have started up in my state. Surprise surprise, it consists of a bunch of dumbasses my age.😂😂😂 #GrowUp #Trump;positive;positive 
796809239117307906;enrol eth cla cont buly teach suport irony;RT @BrownAlexandre2: I'm enrolled in an ethics class with a concentration in bully and my teacher is a trump supporter ... the irony 😂;positive;positive 
797226288062824448;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796622581688365056;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
797299633731014656;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796677395184922624;ruin country frekrysy trend hah lov loy fan let;Trump is about to ruin our country, and #FreeKryssie is trending! 😂 Haha I love us loyal BB fans! Now let's… https://t.co/jKH5A9ylbd;positive;positive 
796842304946380800;thank spel leson peopl lik help get elect big thankyou auspol;@clementine_ford thank you for the spelling lesson. People like you helped get Trump elected so big THANKYOU xx 😘 #trump #auspol;positive;positive 
796898562202341376;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796862387517329408;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796549868928061441;idk bitch said screaming agr;RT @lemonyonce: Idk what the bitch said but im SCREAMING AND AGREE 😂 https://t.co/VXCEDF3UMx;positive;positive 
796824766715981824;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796570689532784640;bitch com shut said vot lov;@Young__Russ bitch commented on my shut and said " I voted for trump , I love him " 😂;positive;positive 
797377945539084288;hel;RT @madelynsielski: what the hell 😂 https://t.co/K3yQNYU6us;positive;positive 
796585028599693312;forget man no_ chil;RT @RoastMeDaily: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/nX4m8Kgs5c;positive;positive 
797125251683483648;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
796582983016714241;presid black lambo blu;My president is black my lambos blue 😂 https://t.co/I1nQLp4ivz;positive;positive 
796783633919045633;lov ton republ nag democr say not_ presid claim didnt obam;I love how tons of Republicans are nagging on Democrats for saying "Trump is not my president'.. and claim they didn't do that for Obama. 😂;positive;positive 
796621944028209152;screamed fuck donald behind thid abc report report disapoint fac palm;Screamed fuck donald trump behind thid ABC reporter was reporting and he just was so dissapointed and face palmed 😂;positive;positive 
796759172037521408;burn lady mad guy kind contradict hahah;He burned a lady and made a guy kind of contradict himself. Hahahah 😂 https://t.co/TsUFx2cnI9;positive;positive 
797158829838503936;lit;RT @kwjones22: It's lit😂😂 #trump @ElwayneCarrier @_KOBY35_ @ddaniels32 @Hbr333 @Haeden23 @P_Bibby_11 https://t.co/TXcuoRcOPc;positive;positive 
797396074222784512;dont think dont think am think eith;RT @iam_juhi: I don't think and I don't think the Americans were thinking either. 😂 https://t.co/ni4QrbLguK;positive;positive 
796780153426866176;dad surgery lok lik real presid;Yo my dad is about to go into surgery and he looks at me and was like "I just realized Trump is president" 😂;positive;positive 
796781737972002816;hapy tais farmig return last night ah forgot everyth blis;I was sooooo happy Taissa Farmiga returned last night to AHS I forgot Trump and everything. I was so blissful 😂;positive;positive 
796551232454324224;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive;positive 
796573124812767233;breakinghapy cold interupt raly electionday;RT @Sporf: BREAKING: Stone Cold interrupts the Donald Trump rally. 😂 #ElectionDay (📽 @thrillis4) https://t.co/zJZAmoHlNY;positive;positive 
796764446509170688;textbok cas stand ground seat suporter/journalist train;RT @pnehlen: 😂Textbook case of standing your ground while seated. #Trump supporter/journalist Charles C. Johnson on a train https://t.co/7f…;positive;positive 
797067250582831105;/trumps refus met poroshenko due mas suport ukrain rus trumppr;RT @StormBringer15: 😂😂😂 / /#Trump's HQ has refused to meet #Poroshenko due to his massive support for #Clinton  #ukraine #russia #TrumpPres…;positive;positive 
796509893327024129;didnt sen com elections2016 electionday;RT @dapperlaughs: 😂😂😂😂 Didn't seen that coming! #trump #Elections2016 #ElectionDay https://t.co/c52XU2Bt1d;positive;positive 
797113520743739392;@realdonaldtrump ⭐️bravo⭐️ posit president-elect back twit target msm imwithyou mag;.@realDonaldTrump 👍🇺🇸⭐️BRAVO!⭐️🇺🇸👍 A POSITIVE President-elect #TRUMP Back on Twitter, Targets #MSM https://t.co/ZrJDS9MnuC #ImWithYou #MAGA😊;positive;positive 
796865207809150976;pop jos eat papay watch noticia ses lik cabron;poppa jose is eating a papaya and watching the noticias and sees again that trump won and was like "Ta cabron" 😂;positive;positive 
796589824492769281;peopl vot electionday;RT @SirAbiola: 😂 If Black People Voted For Donald Trump #ElectionDay https://t.co/QLqez43Rsv;positive;positive 
796594280508850176;on election2016;RT @FootballFunnys: Best one 😂😂😂😂 #Election2016 #Trump https://t.co/AkOsb0XNGu;positive;positive 
796779530778275840;although hom lif gun talk moth sist way talk thapyabout wom;Although, just to spice up my home life I'm gunna talk to my mother and sisters the way Trump talks to/about women. 😂;positive;positive 
796633877729124353;new chanel prep cam sylab blackmoney election2016;RT @Nilessh_Desai: News channels had prepared for Clinton and Trump,   @narendramodi came out of syllabus 😛  #BlackMoney #Election2016;positive;positive 
797135980419497984;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
797121214158401537;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
797249663388643328;forget man no_ chil;RT @WORIDSTARHIPH0P: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/MRuEYyVESI;positive;positive 
796585820018745344;forget man no_ chil;RT @RoastMeDaily: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/nX4m8Kgs5c;positive;positive 
796583603052244992;forget man no_ chil;RT @RoastMeDaily: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/nX4m8Kgs5c;positive;positive 
797124144278052868;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
797124151718903808;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
796843947276439553;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796886941832802305;out us cameram fak protest trumpprotest;RT @daeshhun: 😂😂 CNN outs themselves by using their own cameramen as fake protester. #TrumpProtests 😂 #Trump 🇺🇸 https://t.co/NpatMBffHD;positive;positive 
796637929745444864;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
796899180849418240;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796760083241705472;textbok cas stand ground seat suporter/journalist train;RT @pnehlen: 😂Textbook case of standing your ground while seated. #Trump supporter/journalist Charles C. Johnson on a train https://t.co/7f…;positive;positive 
796618462353203200;suck folk maj win mean half us;@channeltennews @realDonaldTrump suck it up folk. Majority wins. It means that more than half of USA is 😊 #Trump;positive;positive 
796832416392511488;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796611078960492544;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
796561776687140864;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796811436764917760;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796546818142273536;forget man no_ chil;RT @PeopleRuin: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/2a4OOU35aW;positive;positive 
796624853600260096;yo shity get city pusy grab back chant outsid ye americ;Trump you're shitty, get out of my city and "pussy grabs back" being chanted outside the Trump Tower. Yes America 😂;positive;positive 
797276380081831936;ned rac americ vot fines;RT @HellaBandz_elz: he needed racist America votes, he finessed tf out em 😂 https://t.co/IhijDtCekO;positive;positive 
796850249633562624;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796547443391275008;every trumpprotest anoth vot conserv 2018 2020 giv pow;RT @nestormotojr: Every #TrumpProtest is another vote for conservatives in 2018 and Trump in 2020. You are giving us more and more power! 😈…;positive;positive 
796757137980436480;ye noth impos bes;Yes. Nothing is impossible bes 😂 https://t.co/xerz8TbIBS;positive;positive 
796866885006585857;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796673610941337600;horny sex horny snapch porn girl sexy snap cumtribut hot pusy wet naughtygirl;RT @alii_babygirl: I'm horny af💕😈 #sex #horny #snapchat #porn #girl #sexy #snap #cumtributes #hot #Pussy #wet #dm #NaughtyGirl #trump https…;positive;positive 
797131274817146880;want reach acro aisl let obam said electionnight trumpriot wewon;RT @LeahR77: For Those Who Want #Trump To Reach Across The Aisle👉 Lets See What Obama Said After He Won 😉  #ElectionNight #TrumpRiot #WEWON…;positive;positive 
796762064303910912;wil not_ half said would doand am vot policy wil mad hel;#Trump will not do half of what he said he would do😂And all you #Americans who voted for him because of his policies will be mad as hell💯;positive;positive 
796875987959107585;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796870472696733696;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
797269131196252160;thank godn child scorn moth vot vir videohapy cps cas;THANK GOODNESS!! child scorned by mother for voting trump in viral video: cps and da on the case! 😄 https://t.co/gzyXdoXf2E;positive;positive 
796547434965073920;rememb crokedhil ask pardon jok bet got sery last night postelect;RT @avanconia: Remember when #CrookedHillary asked #Trump to "Pardon" her was just a joke.. I bet it got serious last night #PostElection😁…;positive;positive 
796716561889447936;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
797261907262480384;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
797357401188028416;wil new nar wasnt isnt rac lik whol campaign wasnt cent;This will be the new narrative, that Donald Trump wasn't and isn't racist. Like his whole campaign wasn't centred on it 😂;positive;positive 
796796010974547968;ub guy bitch;Me and the Uber guy bitching about Trump. 😇;positive;positive 
796588975905325056;mind reply xenophob extrem becom 45th presid;RT @ramsa_b: Mind it @defencepk Reply @realDonaldTrump Xenophobic extremist. And Donald Trump become 45th US president 😂  Hey Pa… ;positive;positive 
797335552425136129;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796766006429577219;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796843606522769408;cat tho;cation tho 😍 https://t.co/ExI2O83zs6;positive;positive 
796714058141597696;peopl cal revolv war got nevertrump;@Jenn_Abrams  Trump people called for a revolution and war 😂 they got it😂 #NeverTrump @ananavarro @SOMEXlCAN @maddow @BSO;positive;positive 
796833969820069889;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796716476946325504;gif mak die everytim;this gif makes me die everytime 😂 https://t.co/a0bqBLRLta;positive;positive 
797112147469701120;wel said;RT @Car_list: Well said. 😇  #TRUMP https://t.co/bTvwsAMVh3;positive;positive 
796842364497235968;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796889343143116800;coupl day;Me in couple days 😂 https://t.co/pWU9j48Xsv;positive;positive 
796848314541076480;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796554950931283969;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796868890559180800;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796860702468280320;got leg wed niga gon lik gue aint bad;RT @AliciaGoku_: All Donald Trump gotta do is legalize weed and niggas gonna be like "I guess he ain't that bad" 😂;positive;positive 
796880288773275648;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
797306276988469248;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796559992761577472;rememb crokedhil ask pardon jok bet got sery last night postelect;RT @avanconia: Remember when #CrookedHillary asked #Trump to "Pardon" her was just a joke.. I bet it got serious last night #PostElection😁…;positive;positive 
796548135745187840;forget man gary johnson chil;RT @WORLDSTARVlNE: FORGET TRUMP AND HILLARY, THIS MAN GARY JOHNSON HAS NO CHILL 😂 https://t.co/xTem6busaH;positive;positive 
796779025121349632;forget man no_ chil;RT @WORIDSTARHIPH0P: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/MRuEYyVESI;positive;positive 
796774634293182464;find funy us watch apr lik blunt cut throat;Also find it funny that I used to watch the apprentice and liked how blunt and cut throat trump was 😂;positive;positive 
796642456368386049;lmao dad saw win stat elect hes pack bag leav;RT @omgAdamSaleh: LMAOOO.. My dad saw Trump win a state in the elections and now he's packing his bags to leave 😂 https://t.co/DcHbuCoDj9;positive;positive 
796870566305218561;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796792540943024128;let know;RT @hstylespics: Just to let you know 😊#Trump https://t.co/kzLsPZxRes;positive;positive 
796580945222598656;hapy bday god day;Happy bday from trump and I! Hope you have a good day 😁 @shellsteeer;positive;positive 
796750939822706688;dont unfolow peopl lovers/ suport damn let voic opin yal unfolow left right;I don't unfollow people because they are Trump lovers/ supporters.. but damn let me voice my opinion and y'all unfollow me left and right 😂;positive;positive 
796650929353293824;yo pleas know don (id lik think so) thing cunton ben blast thank fuck;You'll be pleased to know I'm now done (i'd like to think so) with all things Trump and Cunton. It's been a blast. Thank you and fuck off 😂;positive;positive 
796873065053519872;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796884326512111616;forget man no_ chil;RT @NiggaCommentary: Forget Trump and Hillary, this man Gary Johnson has no chill 😂  https://t.co/gyDd2Ty6Bd;positive;positive 
796526997245571072;tak top retwets☺️ sex horny snapch porn girl sexy snap cumtribut hot pusy wet;Taking my top off after 100 Retweets☺️😘 #sex #horny #snapchat #porn #girl #sexy #snap #cumtributes #hot #Pussy #wet… https://t.co/2oMywaKG0h;positive;positive 
796882774498086913;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796893539925950465;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796553312988446721;yeah lik let fun stuf let trumpwait let not_ let anyth;@lilMisChrysalis yeah like let them do all the fun stuff and let trump....wait, let's not let him do anything 😜;positive;positive 
796919330030108672;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796543779754962944;omg sery laugh hard right soryguy felyourpain justintrudeauisana;Omg I am seriously laughing so hard right now 😂😂😂😜 #sorryguys #feelyourpain #justintrudeauisanass #Trump  https://t.co/EGNM2G7hex;positive;positive positive 
796619814164893696;would react triumph lol;RT @CevansOfficial: This would be the reaction of Marvel and DC to the triumph of Donald Trump! 😝 #lol https://t.co/zDYzSfXvl9;positive;positive 
796798917514063872;win arab americ lik;RT @__kh_1m: Donald Trump wins , and Arabs in America be like  😂 https://t.co/wja5TMoCZQ;positive;positive 
797223136093765632;win arab americ lik;RT @__kh_1m: Donald Trump wins , and Arabs in America be like  😂 https://t.co/wja5TMoCZQ;positive;positive 
797259815315787784;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796763840902033408;yal blam obam instig;All y'all can blame Obama 😂 instigating ass 😂😂 https://t.co/gmkDjGDyHn;positive;positive 
796818500530700289;forget man no_ chil;RT @BlackPplTweet: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/z4ut8i6KjG;positive;positive 
796883931547111424;know dow hold hand peac giv chant lol;@JV @ShaunKing @MembrereE @NatashaYi I know what we should do...we should all hold hands be peaceful and give trump a chance lol 😋;positive;positive 
796900650156257280;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796586636402270208;forget man no_ chil;RT @RoastMeDaily: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/nX4m8Kgs5c;positive;positive 
797276289744904192;ned rac americ vot fines;RT @HellaBandz_elz: he needed racist America votes, he finessed tf out em 😂 https://t.co/IhijDtCekO;positive;positive 
796676467606306816;pray us;Pray for the USA 🇺🇸😂🙏 #trump;positive;positive 
797276193330462720;husband impres plac bet would win 16cents cent would los mad $28701;My husband was so impressed that I placed a bet that Trump would win when it was at .16cents and .84 cents he would lose, made $287.01 😁;positive;positive 
796869513748901888;congrat pre elect suport speak mem serv ow someth;@JohnFeehery Congratulations to Pres. Elect #Trump and to all who supported him. Speaking of which, if memory serves, you owe me something 😜;positive;positive 
796843417733124097;tri win ohio us holywod elit talk bring job back;RT @Corporatocrazy: Hillary tried to win Ohio using Hollywood elites! 😅  And Trump talked about bringing jobs back https://t.co/t1tLlcFxcP;positive;positive 
796853150615535616;rea fines everyon get right vot rea everyon whol tim;RT @Barzmusic906: What if Trump really finessed everyone to get the right votes  and was really  for everyone the whole time 😂 https://t.co…;positive;positive 
796788736960950273;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
796867375735767040;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796888178665799680;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796549218336968704;start begin end presid ev startslol fal gre democr us;And it starts... The Beginning of the END  of Donald Trump presidency before it even starts…lol 😂 the fall of the great Democracy USA;positive;positive 
796544274959470592;hop liv word mov out americ wont mis makeamericagreatagain;RT @DylanBean4: I hope you all live up to your words and move outta the US! America won't miss you 😢😂👋🏻 #TRUMP #MakeAmericaGreatAgain;positive;positive negative 
796885078932594689;elimin vot fraud lol win🤔 not_ ev of fix isu mag;Eliminating Voter fraud = Trump win🤔 not even in office and fixing issues 😉 #MAGA https://t.co/WbIKSkj5Oz;positive;positive 
797254712429080576;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796848426692419584;lov neg;I LOVE NEGAN 😍 https://t.co/Fs9Ip5IAx9;positive;positive 
796713864033402889;triumph smil thank mad rar atempt humil hubr trumppresid;RT @SumChatter: With that triumphant smile, Trump thanked Clinton and made a rare attempt at humility over hubris 😂 #TrumpPresident;positive;positive 
796873123228307456;ther anti-trump raly vancouv not_ going cold;@mjdacua there's an anti-#Trump rally in #Vancouver now. 😁 I'm not going bc 1. it's cold, 2. this is Canada, 3. #1. https://t.co/wFFUlBmp7C;positive;positive 
797357388168892418;best wek year yal blam bad half day;The Dow Jones had its best week in 5 years... and y'all were blaming it on Trump when it was bad for half a day 😂 now what?;positive;positive 
796763230639128576;aint lyin;RT @BenBenIndaCut: She aint lyin 💀😂 https://t.co/hHB4iXywJf;positive;positive 
796921964497485824;new presid elect got yal wildin;RT @TheShadeRoom: #Trump as the new president elect got y'all wildin' 😩😂 https://t.co/GDtMTihull;positive;positive negative 
796771336320417792;horny sex horny snapch porn girl sexy snap cumtribut hot pusy wet naughtygirl;RT @alii_babygirl: I'm horny af💕😈 #sex #horny #snapchat #porn #girl #sexy #snap #cumtributes #hot #Pussy #wet #dm #NaughtyGirl #trump https…;positive;positive 
796589450608386048;forget man no_ chil;RT @RoastMeDaily: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/nX4m8Kgs5c;positive;positive 
796787312050978816;said would leav country turn cant leav fod stamp;When you said you would leave the country if #Trump won, but it turns out you can't leave with food stamps😂;positive;positive 
796579202321547264;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
797225886990864384;sit rom grandm sign hous someon yel fuck car;So I'm sitting in my room 😂and my grandma has a Donald trump sign out of her house 😂 and someone yells "FUCK DONALD TRUMP" from their car;positive;positive 
796571506260213760;want say godby sint know trumppresid lethalweapon youbetercomegetmeotb;I just wanted to say goodbye, since you know... "What?" "Trump won"... 😐😅💀 #TrumpPresident #Trump #LethalWeapon #youbettercomegetmeotb;positive;positive 
797343907545776128;lbc fail left wing ten play tri mak sens peopl vot brexitrea;@lbc #lbc Failed  left wing Tennis player tries to make sense of why people vote for Trump and Brexit..Really 😂;positive;positive 
796807471671214081;laugh wow prety sur americ vot bas campaign;Laughable! Wow, I'm pretty sure America voted on basis of his campaign 😌 https://t.co/THMJlXVx82;positive;positive 
796712304335171584;mind reply xenophob extrem becom 45th presid;RT @ramsa_b: Mind it @defencepk Reply @realDonaldTrump Xenophobic extremist. And Donald Trump become 45th US president 😂  Hey Pa… ;positive;positive 
796877656595853313;hilarioushapy compil democr med pundit say wil nev presid;RT @asamjulian: HILARIOUS: Compilation of democrats and media pundits saying Donald Trump will never be President. 😂… ;positive;positive 
796763821696126976;forget man no_ chil;RT @Solano66: Forget Trump and Hillary, this man Gary Johnson has no chill 😂 https://t.co/etPUbRDKUR;positive;positive 
